Kreis-Id,NDVI,Temp,Niederschlag
7137,0.549816047538945,14.124800340709648,52.23841430121291
7140,0.7802857225639666,13.036119370262433,33.88196119892069
7141,0.6927975767245621,19.10998463895182,75.59608711219694
7143,0.6394633936788147,19.645211985838028,47.687978123022845
7231,0.46240745617697465,18.897020938123603,98.04881606879319
7232,0.46239780813448106,18.476128597799025,71.27776618762655
7235,0.4232334448672798,17.241935845112174,85.79844509074887
7331,0.7464704583099742,16.406858964873116,30.601973819347876
7333,0.6404460046972835,12.695894079291282,88.9611585818098
7334,0.6832290311184183,15.267625704565589,93.82057524107155
7336,0.408233797718321,14.981508136098512,58.96495350551487
7337,0.7879639408647978,14.07803027008261,68.5002350200782
7338,0.7329770563201687,17.787360909508678,81.18478407223964
7339,0.4849356442713105,15.967005880630166,33.98709018083301
7340,0.4727299868828403,12.648369727261183,60.205286117075396
7133,0.47336180394137356,13.76146561559849,51.89304222178505
7137,0.5216968971838151,17.466070109276767,31.70991937297993
7140,0.6099025726528952,12.609046875922402,49.40275378332252
7141,0.5727780074568464,18.80965531239015,25.453784750839485
7143,0.5164916560792168,15.961172216111795,22.06495255595896
7231,0.6447411578889518,15.844692618613184,30.81330313238582
7232,0.45579754426081676,16.73926227727614,97.0492089271339
7233,0.5168578594140872,18.597447727401192,63.96236287160136
7235,0.5465447373174767,14.782473663217544,97.2657728922576
7331,0.5824279936868144,17.42412922047251,54.59983026641056
7333,0.7140703845572055,16.52585571196633,44.945290646820766
7334,0.4798695128633439,14.13622616135537,60.49134902721953
7336,0.6056937753654447,19.029039890841265,55.16093509063281
7337,0.636965827544817,18.379408172855424,28.453174740939513
7338,0.4185801650879991,17.267614677267403,71.2661051752165
7339,0.6430179407605754,18.804653832753935,37.28305460076797
7340,0.4682096494749166,18.93835360767842,69.56703639182636
